country,city,street_name,street_number,postal_code
Sweden,Umeå,Everett,619,904 04
Jordan,Aydūn,Sunbrook,3,
Syria,Ţayyibat al Imām,Butterfield,0,
Indonesia,Sedati,Menomonie,0,
China,Xiyang,Burrows,1175,
Nigeria,Abuja,Claremont,21626,
Canada,Chambly,Welch,3,J3L
South Africa,Flagstaff,Becker,12,4821
Poland,Bujaków,Prairie Rose,8125,43-356
China,Shazhouba,Park Meadow,45755,
Honduras,El Paraíso,Esker,70,
Sweden,Sundsvall,Waubesa,71,851 83
Pakistan,Bhalwāl,Thompson,80,24011
Indonesia,Tlogocilik,Schlimgen,54,
Guatemala,Joyabaj,Myrtle,107,14012
Poland,Bojadła,Jana,3,66-130
China,Louguan,Surrey,635,
China,Tianjin,Homewood,7415,
Russia,Khilok,American,2,673201
Poland,Orneta,Ohio,6837,11-130
Bangladesh,Jamālpur,Everett,72,2011
Indonesia,Pajeksan,Granby,9,
Russia,Myski,Schiller,9,652849
Syria,Al Ḩarāk,Northfield,181,
Portugal,Rio Covo ( Santa Eulália ),Coolidge,21,4755-484
Russia,Kromy,Muir,615,303211
Nepal,Hitura,Truax,96,
China,Hohhot,Hoepker,73,
Czech Republic,Bystřany,Petterle,294,417 61
China,Bulongji,Transport,8,
United States,Dallas,Mandrake,7123,75323
China,Tianhu,Straubel,479,
Indonesia,Napel,Vernon,45700,
Argentina,Ordóñez,Dakota,18,2555
China,Qingliu,Bultman,33,
Japan,Obama,Dapin,32799,976-0022
South Africa,Margate,Erie,7200,4281
Poland,Gostyń,South,21692,63-816
Indonesia,Apuri,Florence,3,
China,Shanhe,Fairview,49,
Paraguay,San José,Nova,76042,
China,Shuangpu,Thompson,67712,
Philippines,San Ramon,Stuart,23382,4425
Philippines,Dinaig,Little Fleur,510,8310
Indonesia,Terbangan,Mosinee,54,
Greece,Loutrós,Darwin,88844,
China,Yitulihe,Upham,7,
Netherlands,Tilburg,Tony,5566,5044
Malaysia,Johor Bahru,Northview,879,80668
Mongolia,Dzüyl,Lerdahl,675,
Brazil,Pitangueiras,Northwestern,130,14750-000
Pakistan,Lodhrān,Fulton,6,59320
United States,Charlotte,Fallview,3,28210
China,Yixin,Nevada,812,
Panama,Las Palmas,Dapin,564,
Russia,Tatarka,Sunbrook,383,356235
Indonesia,Pondokkaha Kelod,Hayes,60,
Colombia,Facatativá,Anthes,81,253017
Bangladesh,Saidpur,Ludington,87074,5311
Venezuela,Anaco,Maple Wood,39866,
Philippines,Hinunangan,Shasta,391,6608
Thailand,Phitsanulok,Atwood,4290,65000
Thailand,Hat Yai,Monterey,37559,90110
Thailand,Tha Ruea,Hagan,6,13130
Belarus,Masty,Coolidge,35402,
Indonesia,Miribanteng,Sherman,694,
France,Lille,Chive,410,59784 CEDEX 9
Kenya,Keruguya,Del Sol,85,
China,Guishan,Burning Wood,1845,
Norway,Harstad,Quincy,5176,9406
China,Jingmao,7th,6,
China,Lantian,Butterfield,5,
Portugal,Cential,Surrey,93480,3070-085
China,Huangtudian,Killdeer,379,
Iran,Marvdasht,Debra,8,
Russia,Zapolyarnyy,Transport,4,184433
Indonesia,Citangtu Kaler,Bultman,50,
Poland,Bobrowice,Columbus,3366,66-627
Indonesia,Mafa,Pine View,9264,
Indonesia,Salanegara,Village,4,
Iran,Kīsh,Randy,7312,
Russia,Verkhov’ye,Eagan,73137,303720
Philippines,Suba,Thierer,565,2433
Kazakhstan,Maleevsk,Hanson,278,
Indonesia,Rukunlima Bawah,Grasskamp,68,
Dominican Republic,Juncalito Abajo,Ohio,983,10801
Indonesia,Krajan Ngerdani,Dapin,73883,
Russia,Miatli,Grim,475,368156
Sweden,Stockholm,Donald,10062,113 80
Malaysia,Melaka,Forest,508,75910
China,Zhangjiang,Southridge,3,
Indonesia,Tanjungrejo Lor,8th,304,
Canada,Napanee Downtown,Oak Valley,28260,M5E
France,Montauban,Gulseth,54709,82070 CEDEX
China,Zangkaxa,Leroy,433,
Luxembourg,Ell,Monument,824,L-8531
Portugal,Torrão,Redwing,25929,7595-048
Argentina,Valcheta,Barby,376,8536
Sweden,Nacka,Scoville,8651,131 46
Argentina,Colonia Wanda,Green Ridge,862,3376
Russia,Imeni Tsyurupy,Sugar,96109,142649
Nigeria,Bununu Kasa,Amoth,0,
France,Aurillac,8th,0,15015 CEDEX
Brazil,Caruaru,Village,4946,55000-000
China,Magutian,Corscot,808,
Serbia,Štitar,Bellgrove,42363,
Argentina,Villa General Belgrano,Bunker Hill,85,5195
China,Wangyi Zhendian,Alpine,2429,
Afghanistan,Jurm,Sycamore,2617,
Philippines,Prosperidad,Surrey,61,4107
Brazil,Itambé,Bultman,3497,55920-000
China,Yulin,Thackeray,7831,
Colombia,Pensilvania,Basil,446,173069
Dominican Republic,Santa Cruz de El Seibo,Stuart,5306,10905
France,Wissous,Schmedeman,4,91324 CEDEX
Indonesia,Ketara,Redwing,7,
Belarus,Minsk,Northridge,2799,
Poland,Kabaty,Lakewood,0,05-540
Thailand,Chom Bueng,Ryan,8,70150
Andorra,Sant Julià de Lòria,Myrtle,82,AD600
South Korea,Goseong,Delladonna,3058,
Greece,Íasmos,Aberg,799,
Indonesia,Nila Dua,Porter,9307,
Italy,Padova,Heath,98987,35129
Indonesia,Lubukgadang,Union,53231,
Russia,Perelyub,Hagan,3,413750
France,Argentan,Chive,84183,61891 CEDEX 9
Russia,Kargasok,Raven,4626,636708
China,Hantai,Chive,3,
Afghanistan,Khanabad,Lindbergh,2504,
France,Rochefort,Sunbrook,934,17314 CEDEX
Philippines,Sinacaban,Lerdahl,3,7203
Cuba,Primero de Enero,Truax,5838,
Belarus,Narach,Mayer,368,
Moldova,Saharna,Russell,65082,MD-5431
Tanzania,Kasulu,Hoffman,2,
China,Balbagay,Thierer,957,
Japan,Tarumizu,Eastlawn,70,861-0133
Argentina,Carlos Casares,Fremont,4731,6530
Japan,Inashiki,Blackbird,32567,925-0563
Philippines,San Francisco,Sachs,50,8501
China,Yimamu,Linden,83702,
China,Kangshan,Bartelt,54753,
Thailand,Ban Mai,Warner,6198,50260
Indonesia,Kadubera,Dovetail,0,
Tanzania,Biharamulo,Karstens,14765,
Sweden,Solna,Maple,30,171 05
Belarus,Horad Pinsk,Ilene,2,
China,Wuxing,Weeping Birch,17,
France,Bagnolet,Summerview,62,93175 CEDEX
Afghanistan,Sangar Sarāy,Del Mar,15258,
Brazil,Alfenas,Cambridge,683,37130-000
France,Tarbes,Macpherson,46700,65911 CEDEX 9
Japan,Nagai,Russell,64792,986-0303
China,Wuguishan,4th,53,
Brazil,Blumenau,Pleasure,91113,89000-000
Croatia,Čačinci,Shelley,27,33514
Philippines,Bagacay,Wayridge,0,1427
Japan,Kikuchi,Northwestern,12855,861-1686
Nigeria,Effium,Hudson,58036,
China,Niaohe,Carey,2401,
United States,Saint Petersburg,Graceland,46351,33715
Philippines,Uyugan,Almo,453,3903
Argentina,Chepes,Jenifer,673,5470
China,Pingpo,Scoville,59,
China,Jinshan,Independence,2323,
China,Jieheshi,Clemons,6981,
Libya,Yafran,Tennessee,2521,
Peru,Mollebamba,Valley Edge,2718,
France,Paris 19,Novick,817,75949 CEDEX 19
Thailand,Kranuan,Garrison,85,40170
Brazil,Muriaé,Green Ridge,5,36880-000
Philippines,Tamontaka,Monterey,1,9708
Indonesia,Kauditan,Bonner,65,
Sweden,Stockholm,Talmadge,83,102 27
Portugal,Avelinha,Monica,70323,3505-125
Bolivia,Trinidad,Mifflin,2,
United States,Wichita,Schmedeman,4639,67260
China,Babao,Warbler,1804,
China,Dingbao,Sage,0,
Peru,Ucuncha,Debs,7,
Bolivia,Villazón,Barby,785,
Sweden,Hallstahammar,Hanover,31,734 91
Ukraine,Verkhnya Rozhanka,Summer Ridge,17204,
Indonesia,Suruhwadang,Welch,8421,
Chile,Puerto Cisnes,Ridgeview,951,
Honduras,San José de Comayagua,Leroy,9511,
Philippines,Maao,Fair Oaks,3,6124
Portugal,Verba,Sutteridge,3873,3810-600
Ireland,Ashbourne,Montana,31195,A84
Russia,Neftegorsk,Warbler,44238,446600
Argentina,Ceibas,Maywood,922,2823
Bulgaria,Aheloy,Heffernan,468,8216
Russia,Uzunovo,Prairie Rose,2812,142960
China,Huishi,Dorton,3,
Russia,Timiryazevskoye,Utah,58844,634510
China,Xiema,Autumn Leaf,6890,
China,Dongkeng,Nevada,82,
South Africa,Plettenberg Bay,Harbort,6,6606
Ethiopia,Inda Silasē,Carpenter,876,
Indonesia,Kamubheka,Barby,77404,
Brazil,Carazinho,Sunnyside,41,99500-000
Mozambique,Mocímboa,Cottonwood,6866,
Japan,Kishiwada,6th,8,571-0002
China,Sanxing,Lerdahl,183,
Estonia,Kuressaare,North,835,
China,Mafeng,Evergreen,12,
Thailand,Sawang Daen Din,Pine View,812,47110
Philippines,Bagumbayan,Kropf,2146,9810
Tanzania,Wete,Center,6661,
Ethiopia,Addis Ababa,Aberg,27984,
Thailand,Pho Si Suwan,Bay,829,31230
Thailand,Phanom Sarakham,Cordelia,5569,24120
China,Nanjie,Spenser,4,
Philippines,Mainit,Onsgard,12155,8407
France,Ivry-sur-Seine,Northport,28950,94852 CEDEX
Dominican Republic,La Romana,Green,995,10805
Indonesia,Perbaungan,Barnett,577,
Ecuador,Guayaquil,Chive,183,
Philippines,Tocok,Anderson,64203,4335
Czech Republic,Horní Štěpánov,Almo,7,798 47
Costa Rica,Ciudad Cortés,Laurel,5,60306
Portugal,Armamar,Eliot,2,5110-125
Russia,Lipin Bor,Autumn Leaf,1,161250
China,Xiongzhou,Sauthoff,6947,
China,Litian,Namekagon,546,
Senegal,Goléré,Sachs,96706,
China,Mugala,Grasskamp,6053,
Indonesia,Sumberjati,East,10,
Finland,Jurva,Dayton,79857,66301
Indonesia,Sidareja,Dahle,9216,
China,Xinsheng,Melody,6181,
Japan,Bibai,Mockingbird,5589,879-0444
Indonesia,Pasirhuni,Golden Leaf,84900,
France,Creil,Beilfuss,32,60315 CEDEX 5
Mayotte,Chirongui,Kropf,24049,97620
France,Roanne,Anderson,8,42335 CEDEX
China,Meicheng,Vidon,4055,
Indonesia,Cipesing,Nobel,999,
Portugal,Outeiro de Polima,Paget,300,2785-505
Portugal,Póvoa,Mcbride,5,3720-029
Czech Republic,Solnice,Havey,200,517 01
Japan,Fujisawa,Monica,211,997-0751
Indonesia,Biyan,Waubesa,96622,
Mexico,Guadalupe,Upham,4,38204
France,Élancourt,Warbler,7306,78990
Bolivia,Cliza,Farmco,996,
Indonesia,Padangsidempuan,Hanson,534,
China,Chenqiao,Twin Pines,86,
Japan,Toyota,Maryland,63564,952-0317
Sweden,Storvreta,Golf,5418,743 91
France,Paris 12,Clarendon,503,75562 CEDEX 12
Poland,Ceranów,Dorton,76,08-322
Brazil,Catalão,Pine View,30,75700-000
Sweden,Stocksund,Dawn,5,182 74
Russia,Chelbasskaya,Orin,7248,353715
Russia,Solnechnogorsk,Bayside,4,141508
Portugal,Castelo,Anderson,80,6120-705
Dominican Republic,Cotuí,Gateway,7,10210
China,Jiusi,Marcy,16,
Democratic Republic of the Congo,Mushie,Pierstorff,18793,
Brazil,Arcoverde,Ludington,1994,56500-000
Peru,Cuenca,West,16218,
China,Gongli,Thierer,86000,
United States,Durham,Huxley,943,27717
Tanzania,Ifakara,Vidon,90,
China,Sigou,Eastwood,816,
China,Jinshiqiao,Cambridge,887,
China,Yangshuo,Lakewood,5142,
Poland,Górki,Mendota,55806,39-306
Portugal,Janas,Sauthoff,856,2710-257
Guadeloupe,Pointe-à-Pitre,Green Ridge,241,97019 CEDEX
Bosnia and Herzegovina,Zborište,Sunnyside,1387,
Morocco,Tiflet,Arapahoe,359,
Colombia,La Tebaida,Sugar,86817,633027
Indonesia,Turus,Mayfield,73220,
Indonesia,Tugu,Butterfield,868,
China,Xiadu,High Crossing,7810,
Ukraine,Volodymyr-Volyns’kyy,Elmside,7805,
China,Nahuo,Talmadge,10655,
Russia,Priyutovo,Garrison,856,452189
Peru,Bellavista,Melody,196,
Indonesia,Susoh,Ridgeway,7829,
China,Yanjiang,Mallard,80744,
Czech Republic,Dolní Sloupnice,Golf View,991,565 53
China,Xianxiang,Oneill,48825,
Sweden,Sala,Burning Wood,8765,733 31
United States,Austin,Dottie,171,78737
China,Xianshui,Sullivan,9,
Portugal,Mértola,Center,3821,7750-321
Poland,Kołaczyce,Harper,97,38-213
Philippines,Nangka,Eastlawn,3,1808
Mexico,Providencia,New Castle,3,35364
China,Daxindian,Cascade,67,
China,Baga Borihe,Fairview,2725,
Malaysia,Kangar,Blue Bill Park,120,01630
Dominica,Castle Bruce,Logan,4,
Philippines,Ferrol,Green,1,5506
Nigeria,Kwale,Nelson,71,
China,Yuwan,Everett,470,
China,Qingfa,Kennedy,994,
Indonesia,Banjar,Sauthoff,18,
Mexico,Niños Heroes,Ohio,921,89359
Ukraine,Konotop,Ridgeview,0,
Venezuela,Aguasay,Sundown,32150,
Portugal,Alvito,8th,975,7920-015
Portugal,Algarvia,Corry,57,9630-224
Kyrgyzstan,Gul’cha,Acker,832,
Nigeria,Isanlu Itedoijowa,Fairview,7952,
China,Duli,Dryden,89,
Brazil,Canguçu,Longview,840,96600-000
Argentina,Carcarañá,Brentwood,58,2138
China,Lichengdao,Bobwhite,82,
Chad,Aozou,Michigan,1,
Mexico,Lazaro Cardenas,Weeping Birch,6,22510
Indonesia,Waekolong,Hauk,2,
Czech Republic,Vilémov,Holmberg,28,783 22
Philippines,Polomolok,Hagan,447,9504
Serbia,Ostojićevo,Blaine,476,
Brazil,Trindade,Becker,920,56250-000
Poland,Kępno,Merrick,77,63-600
France,Massy,Dennis,7,91304 CEDEX
Tunisia,Banī Khaddāsh,Crescent Oaks,157,
China,Liangwa,Amoth,696,
Indonesia,Galis,Trailsway,632,
Brazil,Espírito Santo do Pinhal,Grasskamp,42561,13990-000
Lebanon,Baalbek,Pearson,9,
Russia,Khanino,Buell,28738,301420
El Salvador,Antiguo Cuscatlán,Towne,678,
Moldova,Ialoveni,Victoria,5,MD-6801
China,Erling,High Crossing,698,
Russia,Yakovlevo,Express,78820,309288
Tuvalu,Funafuti,Dwight,1932,
Philippines,Banga,Melvin,962,9511
United Kingdom,Burnside,Sage,99389,EH52
Indonesia,Walakeri,Sunbrook,11,
Japan,Fukuma,Hayes,718,811-3522
Colombia,Villanueva,Graedel,834,130537
Brazil,Presidente Médici,Randy,77,78968-000
Slovenia,Tržič,Debs,1181,4290
Philippines,Mayorga,Sugar,52,6507
Slovenia,Lucija,Forest Dale,1,6333
Indonesia,Andongsari,Vermont,49146,
Brazil,Tremembé,Hooker,641,12120-000
Czech Republic,Ostrov,Truax,24340,594 51
Finland,Harjavalta,Northview,1,29201
Italy,Bergamo,Sachtjen,4732,24129
Czech Republic,Dobrá,Onsgard,7,739 51
China,Shiliting,Sutherland,9021,
Sweden,Täby,Sheridan,56,183 15
China,Dongyangzhen,Twin Pines,37,
Yemen,Suḩayl Shibām,Kipling,7624,
Brazil,Nerópolis,Evergreen,356,75460-000
China,Hecun,Westend,835,
Poland,Baranów,Pennsylvania,41590,96-314
China,Mingguang,Sunnyside,82,
Albania,Gradishtë,Del Mar,16544,
Philippines,Maindang,Steensland,928,1255
El Salvador,Ilopango,Oneill,4486,
Brazil,Paraíba do Sul,Hudson,8,25850-000
Brazil,Iúna,Hanson,33297,29390-000
Czech Republic,Chropyně,Badeau,16429,768 11
Philippines,Carmen,Fremont,201,9408
Poland,Blachownia,Kingsford,596,42-293
Sweden,Hyltebruk,Chive,14,314 32
China,Gushan,Manufacturers,71,
Indonesia,Kutapanjang,Morrow,43,
Sweden,Sveg,Eastlawn,2481,842 93
Sweden,Stockholm,Lyons,8,113 90
Indonesia,Krajan Curahcotok,Clemons,241,
Brazil,Chapecó,Harper,2449,89800-000
China,Shijia,Dwight,77199,
