,id,artist,artistRole,artistId,title,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
311,46799,"Turner, Joseph Mallord William",artist,558,The Churches of Liège,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1825.0,1856.0,support: 113 x 189 mm,113.0,189.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D19/D19446_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-churches-of-liege-d19446
312,37921,"Turner, Joseph Mallord William",artist,558,The River Thames from Richmond Hill,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1816.0,1856.0,support: 155 x 95 mm,155.0,95.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D10/D10545_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-river-thames-from-richmond-hill-d10545
313,53027,"Turner, Joseph Mallord William",artist,558,Sunsets,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1831.0,1856.0,support: 59 x 96 mm,59.0,96.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D25/D25690_8.jpg,http://www.tate.org.uk/art/artworks/turner-sunsets-d25690
314,27605,"Turner, Joseph Mallord William",artist,558,Study of a Seated Figure in Armour,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1792.0,1856.0,support: 136 x 96 mm,136.0,96.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D00/D00189_8.jpg,http://www.tate.org.uk/art/artworks/turner-study-of-a-seated-figure-in-armour-d00189
315,15049,"Turner, Joseph Mallord William",after,558,"Teignmouth, Devonshire",Line engraving on paper,Purchased 1986,1815.0,1986.0,image: 154 x 228 mm,154.0,228.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T04/T04380_8.jpg,http://www.tate.org.uk/art/artworks/turner-teignmouth-devonshire-t04380
316,96934,"Posenenske, Charlotte",artist,11040,Square Tubes [Series D],Galvanized steel,Presented 2008,1967.0,2008.0,"Four elements: square tube: 460 x 460 x 920 mm; rectangular tube: 230 x 460 x 920 mm; angular element, opening: 460 x 460 mm; transition element, openings: 460 x 460 Overall display dimensions variable",,,,,,"© Estate of Charlotte Posenenske/Burkhard Brunn, Frankfurt/M.",http://www.tate.org.uk/art/images/work/T/T12/T12778_8.jpg,http://www.tate.org.uk/art/artworks/posenenske-square-tubes-series-d-t12778
317,60834,"Turner, Joseph Mallord William",artist,558,"Ruined Castle, with Mountains; Road in Plain Beyond","Gouache, graphite and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1841.0,1856.0,support: 227 x 325 mm,227.0,325.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D33/D33663_8.jpg,http://www.tate.org.uk/art/artworks/turner-ruined-castle-with-mountains-road-in-plain-beyond-d33663
318,23058,"Ibbetson, Julius Caesar",style of,292,A Derbyshire Landscape,Watercolour and ink on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 224 x 303 mm,224.0,303.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T09/T09546_8.jpg,http://www.tate.org.uk/art/artworks/ibbetson-a-derbyshire-landscape-t09546
319,27952,"Turner, Joseph Mallord William",artist,558,Blank,,Accepted by the nation as part of the Turner Bequest 1856,1795.0,1856.0,support: 132 x 206 mm,132.0,206.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d00537
320,56418,"Turner, Joseph Mallord William",artist,558,"Four Sketches: Mont Blanc from above Geneva, a Mansion, and Two Views of the Castle of Chillon",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1836.0,1856.0,support: 113 x 190 mm,113.0,190.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D29/D29147_8.jpg,http://www.tate.org.uk/art/artworks/turner-four-sketches-mont-blanc-from-above-geneva-a-mansion-and-two-views-of-the-castle-of-d29147
321,48454,"Turner, Joseph Mallord William",artist,558,Street Scene,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1828.0,1856.0,support: 145 x 111 mm,145.0,111.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D21/D21111_8.jpg,http://www.tate.org.uk/art/artworks/turner-street-scene-d21111
322,32949,"Turner, Joseph Mallord William",artist,558,Kew Bridge,Pen and ink on paper,Accepted by the nation as part of the Turner Bequest 1856,1805.0,1856.0,support: 150 x 258 mm,150.0,258.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D05/D05557_8.jpg,http://www.tate.org.uk/art/artworks/turner-kew-bridge-d05557
323,121182,"Hatoum, Mona",artist,2365,Performance Still,"Photograph, gelatin silver print on paper, mounted on aluminium",Presented by Tate Patrons 2012,1985.0,2012.0,image: 764 x 1136 mm,764.0,1136.0,,mm,,© Mona Hatoum,http://www.tate.org.uk/art/images/work/P/P80/P80087_8.jpg,http://www.tate.org.uk/art/artworks/hatoum-gilbert-performance-still-p80087
324,55442,"Turner, Joseph Mallord William",artist,558,Namur from the Liège Road,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1839.0,1856.0,support: 94 x 154 mm,94.0,154.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D28/D28123_8.jpg,http://www.tate.org.uk/art/artworks/turner-namur-from-the-liege-road-d28123
325,60431,"Turner, Joseph Mallord William",artist,558,Lausanne from the south-west,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1841.0,1856.0,support: 175 x 107 mm,175.0,107.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D33/D33254_8.jpg,http://www.tate.org.uk/art/artworks/turner-lausanne-from-the-south-west-d33254
326,6823,"House, Gordon",artist,1312,Arc A,Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1971.0,1975.0,image: 864 x 432 mm,864.0,432.0,,mm,date inscribed,© Gordon House,http://www.tate.org.uk/art/images/work/P/P04/P04357_8.jpg,http://www.tate.org.uk/art/artworks/house-arc-a-p04357
327,45581,"Turner, Joseph Mallord William",artist,558,A Lighthouse. ?At Lowestoft,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1824.0,1856.0,support: 115 x 188 mm,115.0,188.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D18/D18226_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-lighthouse-at-lowestoft-d18226
328,32014,"Turner, Joseph Mallord William",artist,558,?The Pisse Vache,Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1802.0,1856.0,support: 315 x 473 mm,315.0,473.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04621_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-pisse-vache-d04621
329,37358,"Turner, Joseph Mallord William",artist,558,"Dancing and Kneeling or Seated Nymphs, Related to ‘Apullia in Search of Appullus’",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1813.0,1856.0,support: 88 x 113 mm,88.0,113.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D09/D09980_8.jpg,http://www.tate.org.uk/art/artworks/turner-dancing-and-kneeling-or-seated-nymphs-related-to-apullia-in-search-of-appullus-d09980
330,39316,"Turner, Joseph Mallord William",artist,558,"In the ?South Bay at Scarborough: A Dark Horse being Ridden along Wet Sands, Followed by a Small Dog",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1816.0,1856.0,support: 117 x 180 mm,117.0,180.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D11/D11947_8.jpg,http://www.tate.org.uk/art/artworks/turner-in-the-south-bay-at-scarborough-a-dark-horse-being-ridden-along-wet-sands-followed-d11947
331,36510,"Turner, Joseph Mallord William",artist,558,Blank,,Accepted by the nation as part of the Turner Bequest 1856,1810.0,1856.0,support: 110 x 178 mm,110.0,178.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d09131
332,109709,"Moran, Katy",artist,11554,Rooms of the Mind,Acrylic paint and printed paper on canvas,Purchased  2010,2009.0,2010.0,support: 486 x 387 mm frame: 497 x 384 x 42 mm,486.0,387.0,,mm,,© Katy Moran,http://www.tate.org.uk/art/images/work/T/T13/T13035_8.jpg,http://www.tate.org.uk/art/artworks/moran-rooms-of-the-mind-t13035
333,10970,"Organ, Bryan",artist,1724,1. Tiger,Lithograph on paper,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,1974.0,1975.0,image: 210 x 196 mm,210.0,196.0,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/organ-1-tiger-p06412
334,35407,"Turner, Joseph Mallord William",artist,558,Inscription by Turner: Draft of a Perspective Lecture or Speech,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1808.0,1856.0,support: 87 x 117 mm,87.0,117.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D08/D08018_8.jpg,http://www.tate.org.uk/art/artworks/turner-inscription-by-turner-draft-of-a-perspective-lecture-or-speech-d08018
335,55666,"Turner, Joseph Mallord William",artist,558,Distant View of Oxford,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1839.0,1856.0,support: 140 x 235 mm,140.0,235.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D28/D28347_8.jpg,http://www.tate.org.uk/art/artworks/turner-distant-view-of-oxford-d28347
336,15638,"Tyson, Ian",artist,2081,Letter IIII [Charm Furniture],Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1971.0,1975.0,image: 197 x 256 mm,197.0,256.0,,mm,date inscribed,© Ian Tyson,http://www.tate.org.uk/art/images/work/P/P05/P05269_8.jpg,http://www.tate.org.uk/art/artworks/tyson-letter-iiii-charm-furniture-p05269
337,56103,"Turner, Joseph Mallord William",artist,558,"Boats, with Trees and Tower, Etc.",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1834.0,1856.0,support: 90 x 117 mm,90.0,117.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D28/D28786_8.jpg,http://www.tate.org.uk/art/artworks/turner-boats-with-trees-and-tower-etc-d28786
338,58845,"Turner, Joseph Mallord William",artist,558,Mountains,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1833.0,1856.0,support: 203 x 109 mm,203.0,109.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D31/D31621_8.jpg,http://www.tate.org.uk/art/artworks/turner-mountains-d31621
339,3529,"Daniell, William",artist,138,"Light-house on Flambro’-head, Yorkshire",Aquatint on paper,Presented by Tate Gallery Publications 1979,1814.0,1979.0,image: 162 x 241 mm,162.0,241.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T02/T02934_8.jpg,http://www.tate.org.uk/art/artworks/daniell-light-house-on-flambro-head-yorkshire-t02934
340,93253,"Zipp, Thomas",artist,9937,apfel,Etching on paper,Purchased 2007,2006.0,2007.0,760 x 575 mm,,,,,,,,http://www.tate.org.uk/art/artworks/zipp-apfel-p79323
341,61015,"Turner, Joseph Mallord William",artist,558,"Castle on Rock, with Town Below",Chalk and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 141 x 189 mm,141.0,189.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D33/D33845_8.jpg,http://www.tate.org.uk/art/artworks/turner-castle-on-rock-with-town-below-d33845
342,14701,"Turner, Joseph Mallord William",artist,558,"Peat Bog, Scotland, engraved by George Clint","Etching, mezzotint and aquatint on paper",Presented by A. Acland Allen through the Art Fund 1925,1812.0,1925.0,image: 179 x 260 mm,179.0,260.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01001_8.jpg,http://www.tate.org.uk/art/artworks/turner-peat-bog-scotland-engraved-by-george-clint-a01001
343,29217,"Turner, Joseph Mallord William",artist,558,A Woodland Road,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1798.0,1856.0,support: 174 x 125 mm,174.0,125.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D01/D01813_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-woodland-road-d01813
344,13229,"Scott, William",artist,1916,"White Bowl, Black Pan on Brown",Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1970.0,1975.0,image: 594 x 778 mm,594.0,778.0,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/scott-white-bowl-black-pan-on-brown-p05107
345,51606,"Turner, Joseph Mallord William",artist,558,[blank],,Accepted by the nation as part of the Turner Bequest 1856,1832.0,1856.0,support: 175 x 127 mm,175.0,127.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24269_8.jpg,http://www.tate.org.uk/art/artworks/turner-blank-d24269
